0.00 -70.45961881870795
0.02 -70.46868024688821
0.04 -70.49589758634241
0.06 -70.54136957080568
0.08 -70.60525936406886
0.10 -70.68779256243354
0.12 -70.78925458118839
0.14 -70.909987599662
0.16 -71.05038728106804
0.18 -71.21089952051601
0.20 -71.39201751018453
0.22 -71.59427944950579
0.24 -71.81826727872365
0.26 -72.06460689103461
0.28 -72.33397040653266
0.30 -72.62708131600188
0.32 -72.94472371032016
0.34 -73.28775757981195
0.36 -73.65714364330194
0.38 -74.05398477978454
0.40 -74.47959737079891
0.42 -74.93564863289609
0.44 -75.42445755353057
0.46 -75.94984665582416
0.48 -76.52268081710602
0.50 -77.1795003088382
0.52 -77.91049530640956
0.54 -78.70904769267352
0.56 -79.5784668642886
0.58 -80.54212114340261
0.60 -81.55778691746382
0.62 -82.6423700946154
0.64 -83.83764778883558
0.66 -85.09833532282909
0.68 -86.42846739618618
0.70 -87.81263041181637
0.72 -89.26010963839718
0.74 -90.76242150933712
0.76 -92.32526411995477
0.78 -93.94265507037582
0.80 -95.62510034225465
0.82 -97.36861477330713
0.84 -99.18350028843906
0.86 -101.09190451704143
0.88 -103.16696632451925
0.90 -105.32712235083201
0.92 -107.55203344264474
0.94 -109.83425293127206
0.96 -112.16717196523102
0.98 -114.54500829264971
1.00 -116.96272901081733
